product_id,product_name,product_description,category_id,category_name
8587,HD Frontal Wig 16 inches,"Double Drwan Vietnamese Donor Hair, Body Wavy , 13×6
HD Frontal Wig 16 inches",52,Hair care
8588,Wig 2×6 Closure,"Bone Straight Donor
Veitnamese Hair. 14 inches ombre Orange Bob 
Wig 2×6 Closure",52,Hair care
8589,8 Inches Bob Wig,Bone Straight Veitnamese Donor Hair. Natural Color 8 Inches Bob Wig,52,Hair care
8590,"Pixie Curly, Piano color, 16 inches","Veitnamese Donor Hair, Pixie Curly, Piano color, 16 inches",52,Hair care
8591,10 Inches Bob Wig,"Bone Straight Vietnamese Donor Hair.
 Grape Purple Color. 10 inches Bob Wig",52,Hair care
8592,Nature color,"Veitnamese Donor Hair. Funmi Curls, 4×4 Closure. Nature Color 16 inches",52,Hair care
8593,300G Wig 28 Inches,"Double Drawn Veitnamese Donor Hair. Deep Wavy, 4×4 Closure. 300G Wig. 28 inches",52,Hair care
8594,Cupboard,Easy to handle,290,Storage & Organization
8595,Opened cupboard,Easy to handle,290,Storage & Organization
8596,School bags,School bags,271,Accessories
8597,School bags,School bags,271,Accessories
8598,School bags,School bags,274,Accessories
8599,School bags,School bags,274,Accessories
8600,School bags,School bags,274,Accessories
8601,School bags,School bags,274,Accessories
8602,School bags,School bags,274,Accessories
8603,School bags,School bags,271,Accessories
8604,School bags,School bags,271,Accessories
8605,School bags,School bags,271,Accessories
8606,School bags,School bags,274,Accessories
8607,School bags,School bags,274,Accessories
8608,School bags,School bags,274,Accessories
8609,School bags,School bags,271,Accessories
8610,School bags,School bags,271,Accessories
8611,School bags,School bags,271,Accessories
8612,School bags,School bags,271,Accessories
8613,School bags,School bags,271,Accessories
8614,School bags,School bags,271,Accessories
8615,School bags,School bags,271,Accessories
8616,School bags,School bags,271,Accessories
8617,School bags,School bags,271,Accessories
8618,School bags,School bags,271,Accessories
8619,School bags,School bags,271,Accessories
8620,School bags,School bags,271,Accessories
8621,School bags,School bags,271,Accessories
8622,School bags,School bags,271,Accessories
8623,School bags,School bags,271,Accessories
8624,School bags,School bags,271,Accessories
8625,School bags,School bags,271,Accessories
8626,School bags,School bags,271,Accessories
8627,School bags,School bags,271,Accessories
8628,"Bella Luna ""Gel Douche Gommant""","Gel de Douche Gommant ""Bella Luna"" Exfoliant, Eclaircissant & Hydratant",141,Body (Cosmetics)
8629,Savon dna Peau Soyeuse,Savon Exfoliant a base d'Huile de Coco et Beurre de Karité,141,Body (Cosmetics)
8630,"Bella Unificateur de teint ""Lait Corps""","Lait Corps Unificateur, Hydratant & Clarifiant
- Genre: Unisexe",139,Ferminine Care
8631,"Bella Mulatta ""Lait Corps""","Détails
Lait Corps Super Eclaircissant, Reparateur & Hydratant
- Genre: Unisexe",139,Ferminine Care
8632,"Bella Unificateur de teint ""Crème Visage""","Crème de nuit Unificatrice, hydratante & clarifiante",139,Ferminine Care
8633,Savon Bella Secret,Savon Gommant Exfoliant,141,Body (Cosmetics)
8634,Crème de jour,Hydratation intense & anti-acné,139,Ferminine Care
8635,"Bella Luna ""Lait Corps""","Lait Corps Eclaircissant, Hydratant & Unificateur
- Genre: Unisexe",141,Body (Cosmetics)
8636,Bella Luna 'Crème Visage',"Crème de nuit Eclaircissante, Hydratante & Unificatrice",139,Ferminine Care
8637,Sérum Bella Correcteur,"Pour un visage uniforme et éclatant. Le serum Correcteur Bella élimine les tâches noires, les boutons et l'Hyperpigmentation.",139,Ferminine Care
8638,Bella INTENSE,Booster eclat. sérum concentré anti-teint terne anti-peau triste,141,Body (Cosmetics)
8639,"Bella Luna ""Gel Douche Gommant""","Gel de Douche Gommant ""Bella Luna"" Exfoliant, Eclaircissant & Hydratant",141,Body (Cosmetics)
8640,"Bella Mulatta ""Gel Douche Gommant""","Exfoliant, Super Eclaircissant, Reparateur & Hydratant
- Genre: Unisexe",141,Body (Cosmetics)
8641,Gommage Bella,Gommage Régénérant aux acides de fruits AHA,141,Body (Cosmetics)
8642,"Bella Mullata ""Crème Visage""","Crème de nuit Super Eclaircissante, Reparatrice & Hydratante",139,Ferminine Care
8643,Matcha Form Tablet,Matcha Form Tablet,53,Health Care
8644,Matcha Premium Detox Antioxidant Burner,Matcha Premium Detox Antioxidant Burner,53,Health Care
8645,Matcha Latte Detox Antioxidant Burner,Matcha Latte Detox Antioxidant Burner,52,Hair care
8646,Matcha Latte Detox Antioxidant Burner,Matcha Latte Detox Antioxidant Burner,53,Health Care
8647,Set Matcha Latte +Matcha Form Tablet+Matcha Apricot Detox Antioxidant,Matcha Latte Detox Antioxidant Burner + Matcha Apricot Detox + Matcha Form Tablet,53,Health Care
8648,Matcha Apricot Detox Antioxidant Burner,Matcha Detox Apricot Antioxidant Burner,53,Health Care
8649,Matcha Detox Premium +Matcha ApricotDetox+ Matcha Form Tablets,Matcha Detox Premium +Matcha Apricot Detox + Matcha Form Tablet,53,Health Care
8650,Matcha Detox Premium + Matcha Apricot Detox,Matcha Detox Premium+ Matcha Apricot Detox,53,Health Care
8651,Matcha Detox premium +Matcha latte+ Matcha form tablets,Matcha Detox premium+Matcha Latte+ Matcha Form Tablet,53,Health Care
8652,Coconut Flour 1000g,Coconut Flour 1000g,376,Bakery & Pastries
8653,Almondnut Flour 1500g,Almondnut Flour,376,Bakery & Pastries
8654,Locust Bean flour 1500g+ Coconut flour 1000g+ Almond Flour 1500g,Locust Bean flour 1500g+ Coconut flour 1000g+ Almond Flour 1500g,376,Bakery & Pastries
8655,Walnut Flour Rich Mix 300g,Walnut Flour Rich Mix 300g,376,Bakery & Pastries
8656,Hazelnut Flour Rich Mix 300g,Hazelnut Flour Rich Mix 300g,376,Bakery & Pastries
8657,Coconut Flour Rich Mix 300g,Coconut Flour Rich Mix 300g,376,Bakery & Pastries
8658,Locust Bean Flour 300g,"Locust Bean Flour 

300g",376,Bakery & Pastries
8659,Locust Bean Flour 750g,Locust Bean Flour 750g,376,Bakery & Pastries
8660,Set Walnut  flour 300g+ Hazelnut  flour 300g+ Almondnut flour 300g+ Coconut Flour 300g,Set Walnut flour  + Hazelnut flour+ Almondnut flour+ Coconut Flour,376,Bakery & Pastries
8661,Hazelnut  300g + Coconut Flour 300g,Hazelnut 300g + Coconut Flour 300g,376,Bakery & Pastries
8662,Locust Bean Flour 1500g,"Locust Bean Flour 

1500g",376,Bakery & Pastries
8663,Furnished Studio Appartments Buea,"A Parlour Equipt with a 55' smart tv, centre table and an angle couch 

A Dinning Section with a glass  dinning table with 4 chairs 

A Kitchen Equipt with a 5 burner cooker, refrigerator, microvave, blender and a water Boiler

A Room With a Queen Size bed and

A very Spacious Bathroom measuring 6.25m²

25000 per night but for longer stay we will do a discount

10% discount from 15-30 days that is 22500 per night

Then 20% Discount for 30-60 days  that is 20000 per night 

25% discount for 60-90 days that 18750 per night",341,Apartments
8664,GREEN ROCK HOTEL BAMENDA,"There is no such thing as a standard suite at Green Rock. Each room/apartment is uniquely modelled to integrate the individual, elegant and quirky features of the building that makes it out standing from other hotels.",339,Rooms
8665,silicone rotative,Set de louche en silicone rotative 6pcs,286,Cutlery & Knife Accessories
8666,Auto collant,Auto collant accroché tout,379,Other Products
8667,Mouchoir essuie tout lavable,Mouchoir essuie tout lavable,289,Stationery
8668,Machine a gaufre,Machine a gaufre,392,Machines
8669,Machine a donut,Machine a donut,392,Machines
8670,Machine a biscuit,Machine a biscuit,392,Machines
8671,Tire bouchon rechargeable électrique,Tire bouchon rechargeable électrique,392,Machines
8672,machine à sandwich,machine à sandwich,392,Machines
8673,Machine a gaufre,Machine a gaufre,392,Machines
8674,Machine a gaufre,Machine a gaufre,392,Machines
8675,Wine opener,Rechargeable wine opener,392,Machines
8676,ensemble de marmite,ensemble de marmite avec les louches,303, Kitchen Bundles
8677,6plate,6 plates,286,Cutlery & Knife Accessories
8678,Bols,3Bols,286,Cutlery & Knife Accessories
8679,6plate,Plates,287,Kitchen & Dining
8680,6plates,Plates,287,Kitchen & Dining
8681,6plates,Plates,287,Kitchen & Dining
8682,Bols,Bols,287,Kitchen & Dining
8683,Set des assiettes et plats,Set des assiettes et plats,287,Kitchen & Dining
8684,Plat + nettement,Plat + nettement 2000,287,Kitchen & Dining
8685,Set des assiettes et plats,Set des assiettes et plats,287,Kitchen & Dining
8686,6plats,6 set plats,287,Kitchen & Dining
8687,Set des assiettes et plats,Set des assiettes et plats 25000,287,Kitchen & Dining
8688,Bols,Bols,287,Kitchen & Dining
8689,6plats,6 set plats,287,Kitchen & Dining
8690,6plats,6 set plats,287,Kitchen & Dining
8691,plats de service,Plats,287,Kitchen & Dining
8692,Set des assiettes et plats,Set des assiettes et plats 25000,287,Kitchen & Dining
8693,6plats de service,Plats,287,Kitchen & Dining
8694,Assiette chauffante,Assiette chauffante,303, Kitchen Bundles
8695,Set des assiettes et plats,Set des assiettes et plats 25000,287,Kitchen & Dining
8696,Plat + nettement,Plat + nettement,287,Kitchen & Dining
8697,6plats,Plats,287,Kitchen & Dining
8698,6plats de service,6plats de service,287,Kitchen & Dining
8699,6plats de service,6plats de service,287,Kitchen & Dining
8700,6plats de service,6plats de service,287,Kitchen & Dining
8703,110 PCs de patisserie,110 PCs de patisserie,285,Bake ware
8704,80 PCs de patisserie,80 PCs de patisserie 20000,285,Bake ware
8705,PCs de patisserie,PCs de patisserie,285,Bake ware
8706,bol de boissons,Store drinks bol de boissons,290,Storage & Organization
8707,bol de conservation des aliments,bol de conservation des aliments,290,Storage & Organization
8708,bol de conservation des aliments,bol de conservation des aliments,290,Storage & Organization
8709,bol de conservation des aliments,bol de conservation des aliments,290,Storage & Organization
8710,bol de conservation des aliments,bol de conservation des aliments,290,Storage & Organization
8711,bol de conservation des aliments,bol de conservation des aliments,290,Storage & Organization
8712,bol de conservation des aliments,bol de conservation des aliments,290,Storage & Organization
8713,Mini machine à laver,Mini machine à laver,392,Machines
8714,Moule à gâteau électrique,Moule à gâteau électrique 35000,392,Machines
8715,Sac de goûter,Sac de goûter,244,Accessories
8716,Handbag,Quality handbags,257,Handbags & Wallets
8717,Handbag,Quality handbags,257,Handbags & Wallets
8718,Handbag,Quality handbags,257,Handbags & Wallets
8719,Handbag,Quality handbags,257,Handbags & Wallets
8720,Handbag,Quality handbags,257,Handbags & Wallets
8721,Handbag,Quality handbags,257,Handbags & Wallets
8722,Handbag,Quality handbags,257,Handbags & Wallets
8723,Heels sandals,Heel shoe sandals size 37-41,254,Shoes
8724,Heel sandals,Heels shoe sandals size 37-41,254,Shoes
8725,Heels sandals,Heels shoe sandals size 37-41,254,Shoes
8726,Heels sandals,Heels shoe sandals size 37-41,254,Shoes
8727,Heels sandals,Heels shoe sandals size 37-41,254,Shoes
8728,Pinkle sugar lip scrub,Pinkle sugar lip scrub gives you a pink and soft lips,51,Make up
8729,Pinkle sugar lip scrub,Pinkle sugar lip scrub gives you a pink & soft lips,51,Make up
8730,"Mini poly nail extension gel kit, transparent white",Polygel nail kit use for manicure and pedicure nail extensions,51,Make up
8731,"Mini poly nail extension gel kit, soft pink",Polygel nail kit use for manicure and pedicure nail extensions,51,Make up
8733,"Mini poly nail extension gel kit, nude",Polygel nail  is use for manicure and pedicure nail extensions,51,Make up
8735,Nail art tools kit,Nail art tools kit,51,Make up
8736,Poly nail extension gel kit,Poly nail extension gel kit,51,Make up
8737,Poly nail extension gel kit,Poly nail extension gel kit,51,Make up
8738,Poly nail extension gel kit,Poly nail extension gel kit,51,Make up
8739,Poly nail extension gel kit,Poly nail extension gel kit,51,Make up
8741,Poly nail extension  gel  kit,Poly nail extension gel kit,52,Hair care
8742,Poly nail extension gel kit,Poly nail extension gel kit,51,Make up
8743,Pinkle sugar lip scrub,Pinkle sugar lip scrub,51,Make up
8744,Porte Vin,Porte Vin,281,Home Furniture
8745,Appliqué Murale,Appliqué Murale,281,Home Furniture
8746,Table à Manger avec 6 chaises,"Dimension Table  : 160 cm x 100 cm . Hauteur 80 cm . 

Essence du bois : talli",287,Kitchen & Dining
8747,Table à Manger avec 4 chaises,Table 115 cm X 88 cm . Hauteur 80 cm . Essence du bois : ekop billi  .,287,Kitchen & Dining
8748,Porte Louche,Porte Louche,286,Cutlery & Knife Accessories
8749,White beans with Rice + chicken,"White beans And chicken

served with white rice",332,African
8750,Fried Rice And chicken,fried Rice And Chicken,332,African
8751,Fish And Fried Plantains,Fish and fried plantains,332,African
8752,Shrimps Sauce,"Shrimps Sauce

 served with Fried Plantains or Rice",334, Western
8753,Ndole With Fried Plantains,Ndole with fried plantains,332,African
8754,Covered high heels,Covered high heels . Available in Gold and silver,254,Shoes
8755,Covered high heels,"High covered heels with buckle . Available in pitch , grey , cream white ,gold and forest green",254,Shoes
8756,Covered high heels,"Covered high heels available in gold ,silver and black",254,Shoes
8757,Covered medium heels,"Covered medium heels available in gold , silver and black",254,Shoes
8758,Covered high heels,"Covered high heels 

Brand : Big tree

Available is green and pale pink",254,Shoes
8759,Party gowns,Long black party dress with gold shimmers,253,Clothing
8760,Party dress,Long red party dress with lace,260,Dresses
8761,Party dress,Long red party dress with fur,260,Dresses
8762,Party dress,Long red lace dress,260,Dresses
8763,Party dress,Long Green  party dress,260,Dresses
8764,Party dress,Long red shimmery dress with side split,260,Dresses
8765,Party dress,Long red party dress,260,Dresses
8766,Party dress,Red straight party dress,260,Dresses
8767,Gown,Kneel level dress,260,Dresses
8768,Gown,Turkish gowns,260,Dresses
8769,Gowns,Pink dress,260,Dresses
8770,Gowns,Long silk dress,260,Dresses
8771,Fendi hand bags,"Fendi hand bags available in black , red , brown , pink , white, nude",257,Handbags & Wallets
8772,Gowns,Short party dress,260,Dresses
8773,Gowns,Knee level dress,260,Dresses
8774,Gowns,Pleated red dress,260,Dresses
8775,Gowns,Multicolored short dress,260,Dresses
8776,Gowns,Multicolored long free dress,260,Dresses
8777,Gowns,Pleated dress,260,Dresses
8778,Gowns,Fitting dress available in black and blue,260,Dresses
8779,Gowns,White fitting dress,260,Dresses
8780,Gowns,Long dress,260,Dresses
8781,Gowns,Long dress,260,Dresses
8782,Gowns,Dress,260,Dresses
8783,Gowns,"Short dress available in red , black , yellow and green",260,Dresses
8784,Gowns,Short dress,260,Dresses
8785,Gown,Long dress,260,Dresses
8786,Gowns,Silk dress in red and gold,260,Dresses
8787,Two piece ( pant and blouse ),Two piece outfit,260,Dresses
8788,Triple Load Soft Sharp sand,"Triple Load Soft Sharp sand 

That's the price at our Depot 

Depending on your location. 

Price varies",390,Home & Industrial
8789,Double  Load Soft Sharp sand,"Double Load Soft Sharp sand 

That's the price at our Depot 

Depending on your location. 

Price varies",390,Home & Industrial
8790,Single Load Soft Sharp sand,"Single  Load Soft Sharp sand 

That's the price at our Depot 

Depending on your location. 

Price varies",390,Home & Industrial
8791,Gravel 1525( 1Cubic ),"That's the price at our Depot 

Depending on your location. 

Price varies",390,Home & Industrial
8792,Gravel Quality 515( cubic ),"That's the price at our Depot 

Depending on your location. 

Price varies",390,Home & Industrial
8793,Red Maize ( KG),"Red Maize 

Sold in kilograms",373,Crops & Farm Produce
8794,Triple Load Sharp Sand,"Triple Load sharp sand 

That's the price at our Depot 

Depending on your location. 

Price varies",388,Building Supplies
8795,Double  Load  Sharp sand,"That's the price at our Depot 

Depending on your location. 

Price varies",388,Building Supplies
8796,Single Load  Sharp sand,"That's the price at our Depot 

Depending on your location. 

Price varies",388,Building Supplies
8797,Piscine pour enfant,Piscine pour enfant 40000,379,Other Products
8798,Piscine pour enfant,Piscine pour enfant 40000,379,Other Products
8799,Piscine pour enfant,Piscine pour enfant 40000,379,Other Products
8800,Piscine pour enfant,Piscine pour enfant,379,Other Products
8801,Toboggan pour enfant,Toboggan pour enfant,379,Other Products
8802,Pompe à bidon d eau,Pompe à bidon d eau,393,Tools
8803,Camera de surveillance,Camera de surveillance rechargeable possible de surveiller à distance,98, Video Surveillance
8804,T shirt,T shirts,247,T-shirts
8805,Track suit,Track suit,242,Clothing
8806,Track suits,Track suits,242,Clothing
8807,T shirt,T shirts,247,T-shirts
8808,Track suit,Track suit,242,Clothing
8809,Cloths,Cloths,242,Clothing
8810,Track suit,Track suit,242,Clothing
8811,Track suit,Track suit,242,Clothing
8812,Track suit,Clothing,242,Clothing
8813,Track suit,Clothing,242,Clothing
8814,Track suit,Clothing,242,Clothing
8815,Track suit,Clothing,242,Clothing
8817,Track suit,Clothing,242,Clothing
8818,Track suit,Clothing,242,Clothing
8819,Track suit,Clothing,242,Clothing
8820,Track suit,Clothing,242,Clothing
8821,Track suit,Clothing,242,Clothing
8822,Face massage machine,"Face massage machine for pimples, blackheads and wrinkles",51,Make up
8823,"Face massage machine for pimples, blackheads and wrinkles","Face massage machine for pimples, blackheads and wrinkles",51,Make up
8824,Manicure brush set,Manicure brush set,51,Make up
8825,La Roche-Posay,Lait 13500 et baume 16000,141,Body (Cosmetics)
8826,La Roche Posay eau micellaire,La Roche Posay eau micellaire,141,Body (Cosmetics)
8827,La Roche-Posay Effaclar,La Roche-Posay Effaclar,141,Body (Cosmetics)
8828,La Roche-Posay Effaclar Duo,La Roche-Posay Effaclar Duo,141,Body (Cosmetics)
8829,La Roche-Posay Effaclar Innovation,La Roche-Posay Effaclar Innovation,54,Personal Care
8830,Shoes stand,Shoes stand,278,Bath
8831,Shoes stand,Shoe stand,278,Bath
8832,Track suit,Clothing,242,Clothing
8833,Track suit,Complete Set track suit,242,Clothing
8834,Track suit,Complete Set track suit,242,Clothing
8835,Track suit,Complete Set track suit,242,Clothing
8836,Track suit,Complete Set track suit,242,Clothing
8837,T shirt,Clothing,247,T-shirts
8838,Dress,Clothing,242,Clothing
8839,T shirt,T shirt,247,T-shirts
8840,Dress,Clothing,242,Clothing
8841,T shirt,T shirts,247,T-shirts
8842,Neat hair treatment oil,"Neat hair treatment oil
 Whole sale price  24000frs for  a carton of 40 Pieces
Retail price 1000 frs each
400 grams",141,Body (Cosmetics)
8843,T shirt,All colors and sizes available now,247,T-shirts
8844,T shirt,All colors and sizes available now,247,T-shirts
8845,NEAT pure Vaseline,"NEAT pure Vaseline 
Whole sale price  18000 frs for a cartoon of 40pieces 
Retail price is 600frs each.
400g",141,Body (Cosmetics)
8846,T shirt,All colors and sizes available now,247,T-shirts
8847,T shirt,All colors and sizes available now,242,Clothing
8848,T shirt,All colors and sizes available now,247,T-shirts
8849,Neat liquid soap,"Neat liquid soap
15000 frs for a carton of 15 Pieces
Retail price 1200 frs each  for a half litter quantity.",119,Dishwashing
8850,T shirt,All colors and sizes available now,247,T-shirts
8851,T shirt,All colors and sizes available now,247,T-shirts
8852,Neat coco ash soap,"Neat coco ash soap .
9600 for a dozen of 12 .
Retail price is 1000 frs each.",141,Body (Cosmetics)
8854,Crystallized ginger tea,Crystallized ginger tea,128,Coffee
8855,Shirts,Designed fashion shirts high quality,378,Shirts
8856,Shirts,Designed fashion shirts high quality,378,Shirts
8857,Aloe Vera soap,"cucumber soap.and aloe Vera soap.
9600 for a dozen of 12 .
Retail price is 1000 frs each.",141,Body (Cosmetics)
8858,Shirts,Designed fashion shirts high quality,378,Shirts
8859,Shirts,Designed fashion shirts high quality,378,Shirts
8860,Shirts,Designed fashion shirts high quality,378,Shirts
8861,Neat bleach,"Neat bleach
Whole sale price 8400 for a carton of 12pieces
Retail price is 800 frs 
1 litter quantity.",141,Body (Cosmetics)
8862,Shirts,Designed fashion shirts high quality,378,Shirts
8863,Shirts,Designed fashion shirts high quality,378,Shirts
8864,Shirts,Designed fashion shirts high quality,378,Shirts
8865,Shirts,Designed fashion shirts high quality,378,Shirts
8866,Shirts,Designed fashion shirts high quality,378,Shirts
8867,Shirts,Designed fashion shirts high quality,378,Shirts
8868,Shirts,Designed fashion shirts high quality,378,Shirts
8869,Shirt,Designed fashion shirts high quality,378,Shirts
8870,Shirts,Designed fashion shirts high quality,378,Shirts
8871,Shirts,Designed fashion shirts high quality,378,Shirts
8872,Appartements a louer,"03 chambres
salon
cuisine
douche
100000/nuit",341,Apartments
8873,Appartements a louer,"03 chambres
salon
cuisine
douche
100000/nuit",341,Apartments
8874,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8875,Appartements a louer,"03 chambres
salon
cuisine
douche
100000/nuit",341,Apartments
8876,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8877,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8878,Appartements a louer,"03 chambres
salon
cuisine
douche
100000/nuit",341,Apartments
8879,T-shirt,"T-shirt available in red and green 

  Soft cotton and quality t-shirts for daily wear",247,T-shirts
8880,T- shirt,"Green t- shirt

Soft cotton and quality t-shirts for daily wear",247,T-shirts
8881,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8882,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8883,Appartements a louer,"03 chambres
salon
cuisine
douche
100000/nuit",341,Apartments
8884,T -shirt,Soft cotton black quality t-shirts for daily wear,247,T-shirts
8885,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8886,Appartements a louer,"03 chambres
salon
cuisine
douche
100000/nuit",341,Apartments
8887,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8888,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8889,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8890,T-shirt,"Soft cotton quality T-shirt with shorts for daily wear

Available in black , white and brown",247,T-shirts
8891,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8892,T-shirt,Soft black Cotton quality t-shirts for daily wear,247,T-shirts
8893,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8894,T-shirt,Soft cotton and quality t-shirts for daily wear,247,T-shirts
8895,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8896,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8897,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8898,T-shirt,Soft cotton red quality t-shirts for daily wear,247,T-shirts
8899,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8900,T-shirt,Soft cotton black quality balenciaga t-shirts for daily wear,247,T-shirts
8901,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8902,T-shirt,Soft cotton black quality t-shirt for daily wear,247,T-shirts
8903,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8904,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8905,T-shirt,Soft cotton black quality t-shirt for daily wear,247,T-shirts
8906,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8907,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8908,Two piece T-shirt and shorts,Soft cotton white  quality two piece t-shirt and shorts for daily wear,247,T-shirts
8909,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8910,Shirt,Quality shirt,378,Shirts
8911,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8913,T-shirt,Soft cotton quality t-shirt for daily wear,247,T-shirts
8914,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8915,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8916,T-shirt,Soft cotton quality t-shirt for daily wear,247,T-shirts
8917,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8918,T-shirt,Soft cotton quality t-shirt for daily wear,247,T-shirts
8919,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8920,T-shirt,Soft cotton quality t-shirt for daily wear,247,T-shirts
8921,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8922,T-shirt,Soft cotton quality t-shirt for daily wear,247,T-shirts
8923,T-shirt,Soft cotton quality t-shirt for daily wear,247,T-shirts
8924,T-shirt,Soft cotton quality t-shirt for daily wear,247,T-shirts
8925,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8926,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8927,Jean Trouser,Black jean trousers,249,Trousers & Chinos
8928,T-shirt,Soft cotton quality t-shirt for daily wear,247,T-shirts
8930,T-shirt,Soft cotton quality t-shirt for daily wear,247,T-shirts
8931,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8932,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8933,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8934,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8935,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8936,Baby sitter services,Registration feee of  15.000frs and get a train nanny or maid from our company. We give out maids from 50.000frs and above,349,Other Services
8937,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8939,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8940,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8941,Residential and commercial cleaning ( office and house chores ),House chores that’s thorough cleaning starts from 15.000frs above,349,Other Services
8942,Cleaning contruction sites,Cleaning of post construction,349,Other Services
8943,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8944,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8946,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8947,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8948,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8949,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8950,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8951,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8952,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8953,Polo shirts,Original polo shirts all colors and sizes available,248,Polo Shirts
8954,Porridge cocoyams with Dry Meat,"Porridge cocoyams 

Served with smoked meat and dry fish",332,African
8955,Ndole And Platains,Ndole and plantains,332,African
8956,Vegatebles With Snails sauce and plantains,Vegatebles With Snails sauce and plantains,332,African
8957,Egusi Soup,"Egusi Soup

Served with Garri",332,African
8958,Okohobong and Plantains,"Okohobong

Served with Boiled Plantains",332,African
8959,Fried Rice And Fish,"Fried Rice And Fish

Served with fried plantain And Meat Sauce",332,African
8960,Poulet DG,Poulet DG,332,African
8961,Beans And Rice,"Beans Cooked with canda And smoked meat

Served with Rice And Fried plantains",332,African
8962,Fresh Cornchaff,Fresh Cornchaff with smoked meat and canda,332,African
8963,Ogono Soup,"Ogono soup with meat and towel 

Served with Garri",332,African
8964,Pork sauce,"Pork sauce 

Served with Platains or Rice",332,African
8967,Lunettes Anti-rayon,"Lunettes Anti-rayon bleu de protection des yeux contre les écrans lumineux ( écrans d'ordinateurs, téléphone Android et téléviseur)",307,Accessory Kits
8968,Balance Electrique,Jusqu'a 10kg de mesure,285,Bake ware
8969,Distributeur,"Distributeur d'huile, vinaigre etc.",284,Cookware
8970,Distributeur de miel,"Distributeur de miel, sauce vinaigrette etc.",284,Cookware
8971,Bol a epice avec support rotatif,Bol a épices avec support rotatif,290,Storage & Organization
8972,Balance Alimentaire,Balance alimentaire,15,Home & Kitchen
8973,Coupe champagne colore,35000 pour 06 coupes,284,Cookware
8974,Boulloire Electrique,"2,5 Litres de contenance en thermos",299, Kettles
8975,Diffuseur parfums electrique,Grande taille 500ml,282,Vacuums & Floor Care
8976,Machine a cafe expresso,850W,284,Cookware
8977,Draps de 03 places,Draps 03 places,19,Bed
8978,Panier pour gateau,Taille moyenne,290,Storage & Organization
8979,Boite a bijoux,Grande taille,290,Storage & Organization
8980,Rasoir electrique,"Avec chargeur et pile, très pratique",52,Hair care
8981,Friteuse électrique,"3L de contenance 
2000W de puissance",292, Cookers
8982,Rideaux,"12500f le trio soit 2 lourd et 1 léger, couleur disponible bleu ciel, bleu Bic, rouge, saumon, vert olive, jaune, orange,",280,Home Decor
